ciphertext time access
fa0f0d53f20c9394e90b010cfb1ea11f 754 0
2eb8a775f4e67fcc0bd2081fb395feae 754 0
a40b019617942a009f2b0c9a4aaeba78 764 0
6661ed5a476c26533e2f72f2c470a068 748 0
7ba1fe92352893d5549f6f9e4d2916b3 752 0
8a030ed26f3425ad63979f27083f8f83 778 0
e08d1616b6a9eb0a485aa89684be490e 941 0
c157e0308c05ddef9d7d17a5bca6289d 761 0
343eb3eae79ef430f89cc67c5a0f8b1b 759 0
676b4bf37128e20ea5f9b362a0dbffd4 746 0
1ab2be0150b231484ef7c5a80750c36e 850 0
bb0e612c36433adc3ded3eddc93db1e3 771 0
ef6fe43f2116876f0d4c17149cda8258 753 0
e8e3841e27bffa64ac38417575f25864 761 0
613da382532bf16077087514e2f76cca 845 0
dbf0e802afe3665c1ba7d191992af5fa 906 1
67997cbac46d1a3b758f4f5787bb2162 746 0
ac09645beccab7087189990ab38e041a 752 0
2780d4ebedee27627e76b90532da67de 761 0
e3cb39d095f1d8067a71102dff144727 787 0
941b12810939e387b09c8ce276f3c059 760 0
bef92953ea015964726991727dd89911 762 0
f3ab92fde5758495111177870437e1c3 756 0
300a161b0c707f7ed911f057e98968dd 791 0
35fbda1a705eaf826f2609745dea378d 750 0
f54da801bd287f973970ee22f956ff2e 763 0
51d948c238f744a71d4d1b7a3852082d 767 0
a0b02e5dd8adf4111de234173933458a 771 0
0d8e4c458590eca3de081d165a2543fa 757 0
d67158ae1e4cc03c2ff453682798f234 746 0
263f79accf664fad6e6cc3c89206c368 752 0
771b169667d6d296ca25fef2bdf126e4 762 0
30a090ff06dfad744b703cdd77ff45ee 758 0
1a5c8482325618fd7b17ef3908151d38 766 0
b5ad37bb8ce42fd7556cb5cc6bfaba86 757 0
563f08899520861137754a3f8a677740 773 0
14affba0932b77e8972cb402276f887d 848 0
ae900643b18c54e8019e288c059fcc19 763 0
4ec7b9e2f231ca895d7f8c84ee14029c 755 0
a508df5695343e96d26622d806eef154 769 0
b6ab36a8dc01323980bebe6ed2c00a77 763 0
c8e9cd5d1d0cf4f07216c87805b9cdbb 761 0
6403634004957a845338f226f8fc9dc0 848 0
e66b1e037712f3e928bb622d752fe8d9 761 0
324c1a37e194bb35ccae5bc4aaf88490 760 0
63a294dab487c4dd43260ab855f39187 766 0
3fabbe203f7a550b28b0cfd2a954630c 759 0
f6f7e7ab7eab88c1d1927926850badc4 763 0
b66ce5f6e63a010eebd1e0942543a01b 762 0
3a87c6b9324e7a03e1f42966ffd72bb5 753 0
4310ab294aad37357e17c9a35b6abe95 752 0
f1854e24d3c927b4bd511bbc2846716b 766 0
561d94a0cacbd648e29feb3d09a9d3fb 758 0
2e211f02ea46b6a797d163bf17d52a6d 756 0
f2be0ebc89e4046c83efa98d987c88c7 847 0
9ea7c988ed7f308551934468686fd65a 768 0
2de416b7c81a234b09ccd8a2496069e7 765 0
07326ff5b19f7a0233be6b9b2d41f65b 758 0
250c12ed273538300111d24a713b3179 760 0
6da16e1f40e82173a68c0fd4cd052ff2 1795 0
1141df3876186977293bc29a77f313e4 934 1
948103d569254810b157e47f5c13716e 767 0
5451a6ca690f41924b032cc2f740a68b 763 0
c1aa602bcfa93b80001fff5d3271cb86 758 0
c271502b8191bdcc95e98e8c293417eb 762 0
de7816ad21512e21702d7ea29e492860 760 0
bb788b3c0948089e32962a5bca4246a9 757 0
ba5c56dbad84fc1db27bbf50c4e7b17f 758 0
5f3cbb6985c307b7593212247459cd2e 994 0
b5230963a805805a8040aa45275bc487 763 0
9880f01d43f7d49d29e6c19d3f8ecbf5 761 0
b1d45859dad8b35a185e9f40b964c751 937 1
e4b76e27ae42c4d82985756813415dc5 759 0
15b51eef8ed24aa630e9e6e94dad3b31 771 0
64a95913ec1deb15a3607db6a1db7bb7 761 0
909aa61e6cf0c59cdaab852759c059bd 767 0
6ab2d056cfbb6b721ce829bdc3a47454 758 0
3e1b72aa0b3746e5e3cc0d3c8c66f9f6 759 0
18ca4ce785b75aa1a0835f6327d3b766 761 0
ee2a10fa6157df4423ec80af527aa66a 761 0
44f252c9aaac6b4a2fcaad569d65bc8c 757 0
8fcd86f02465354752b5f6a42f9c0f73 760 0
8f613d390da8833c7230920f954f9b24 750 0
1c211540874a87d9ff7d7d2f1a8ca2a9 793 0
eddfe2fa876536f995c9092b18a44f34 760 0
c664744daefb26ae78a3dd92307f3b1d 762 0
5f1d18e6824ee01817e9432f8d926353 756 0
f7d7a0a5d2c6534b6a30dd9ab019b70f 761 0
36cff5b91ed5d135be14654ca6c89f9d 750 0
a04043720696bd70c79b0a77b4c286ea 754 0
917ba3af5174e50f884a5b2f12fbccb2 745 0
3b0f2541a6e2b26d7dbce4317e6a1c10 763 0
e5bfbf3634a446bceea1eb019cb8b3d7 754 0
c7d8196dbbcbda3887be6a062886160e 779 0
45d544797a8a36682c2169c8d91da0a1 755 0
f5b90eb084e9e90ba75311d0d927de1e 768 0
fd229877adcedfd9ef49a1c966416a5b 758 0
fa780c7e61f58a09489bd921c3b73fc0 760 0
d9d73786a5165f955f015ec542c8213d 752 0
402dbba22245ab6ae1848ba43bca6414 16556 0
a29b9b47b1fadc11fb3ad63e02f77b43 766 0
2436e5467c90b05d143b014f066563a8 766 0
00feefb1f9ccc2f40699320990ad4cb5 754 0
e431fb60c1acbdd5e7be24ed23879523 763 0
8685d47f5197735730a660c053ac7537 766 0
dd71979e1d5473041297f2351f8758a5 758 0
0c2d245dc497b5f43d15b491c22ac89f 831 0
9b603eb8b4b1bcc749aefc6836550d42 764 0
8231a046c8553a066aee972c185fccb3 766 0
bf0a6b74bb283b04d6376c0c8c794f0e 761 0
aaef5473448e79ae7d10db956fa7492f 763 0
b1b4a36cdcde71b315ddbfa2570eb001 755 0
fd05744193edf010fdcba66d72ef9c23 748 0
a33f8f801d003332def2d435018536fe 758 0
8aab401d98302e96fbd4036dc39f9066 759 0
de1fe6fb20192dfe0c02330d87690b11 780 0
144b2ead7b5c43763046e3f3e5735ac3 764 0
9340beb35aebb166ede473744d7e8562 754 0
cab40f451052bc41989f347d138e40a6 758 0
cffe5929e90a8fd7ee024b3b80d19d4a 758 0
85ac9095fe4cd696eb0b13fe9953a468 757 0
51fd913b072012f5225d31a32eceedb3 742 0
7b7d4979c91f10b52a23b3c477582cc8 754 0
55be035dde1552017383a4a1529155cd 1000 0
0f9e46d8bd568de87a41acf199d8b9ee 748 0
96bd4b75d29e7645211ae773ab3c40ba 752 0
da879397dd207f57612b48fa0402e99a 758 0
bf340f91d285d7f49fbe674bfaa805d4 751 0
2f986b0cb9eb641a16ac151aaefeb56d 761 0
32c4ff054ad6f9e99460348e083a6237 750 0
d2cd448bb8a8a6cf54bbe903b99e70eb 758 0
636ff0ad45e996d94acb675205c98ad7 785 0
97ce634f76091ecac408cd7da63e6809 759 0
ad59b6f3424dcc8c1834df1dfd69f494 763 0
3757e4ad600277240a45a1b1830aba30 748 0
637123a5bef032d62411f3217ae7b6b1 787 0
3f9a5e9f9cd5c4a71a65589d6f12ced2 756 0
83f17841e1aa1705bb0a2735f2dde631 756 0
7744d0131994ba34fa12d169259f3ca8 762 0
91b4ea725e0178190c9f4efe7c342ff3 758 0
78ff069194c1c58ed397f7f83633a1c7 767 0
e78b3a458cb25e9851ac96cde0c5c058 759 0
c5c6ea5987afe75b46de537d12f444f9 762 0
7f7e3f0c309da4814a3b4e2a000e83c5 762 0
d56d1e5c1c05b763e40be0f6ff24ef7f 772 0
a32e8bd3cc2f55166aa3406bb2c33087 763 0
304fe34d549bb038a6902ea5b41e2457 757 0
4caf2b18df802e49236fb4d532e55c63 772 0
3440b088db60c181f0ef26a40d4bfc5a 754 0
fa2772d9a7a123ca10d7a042bcfca5f0 754 0
3c557917b53a98a529bf4a370a469104 750 0
6d03de14a401deb4d87ef7957b9c85b7 765 0
f2fecfa738674d6226979930dd2a354a 745 0
2d135ed2143c86ecbb7d81361a07ed0c 748 0
05bcb33e2400a04a97397b7463b0be90 764 0
c31c62d759e9c31466454a804c378c51 772 0
f4408f18402f62d868dd4ccb8d0b5c50 756 0
27be2780a7eb940e30de8e7c161bcd0a 766 0
5b5d229b8c8473f562c0c0efcb1c40f2 754 0
db67738252079082e61ffefc3acc0695 1707 0
292830b5aca4aa0e646bfe2f873e2162 758 0
a594e5f89c757a8294797ece4584636e 749 0
ac94235838ce679c3965cbc0a3ec2348 753 0
8108401d7dbb9f12341de079a144e74d 772 0
d80aa510d80cac117177d21463f55de4 761 0
fd9d017a58a08c8cbd6d055eb1ecab89 773 0
f75199cf5d45e1cfbcb3e31fa84004a5 754 0
de051f36a6acc36319c8c2cab56d53ac 761 0
beec7b1c315cebed0fce0cb70f105ced 1547 0
167c23bc28e61f41afe10b644f5e100d 767 0
4a8b297be81468f7e374aff2850bdf9b 752 0
870257afe976f09858fbfca7590cb4a3 772 0
97de1e7ff28677d5fb26c78031a61bb9 766 0
a9726892e8592a405426e7ae329c51c9 753 0
7a70496cf6c042f1e6097117b08cd059 746 0
fe39ebe7921527e63b0f946dabe63625 778 0
567f914c3fd33e25ddaf3d8d3c0de63a 772 0
46d121d8e649bf2158538e0339c4288f 750 0
44b9dc838d1aa96ac9e6f705f3dd403a 758 0
ae611294aad1b5022543055e072dee4b 756 0
e7cacf74e478dead5ed5b351b2f38b60 756 0
549ef4ff6fa90194ec07f3f334e13f1b 760 0
ab0e8f8f866d3ce442ef35f4e2c15437 765 0
5f4836cef13763dd3e56d17337108ee2 760 0
1e1e71a48bad88ce9dbdc27f7e17b6dd 752 0
5fecac51240f2e6265ffd59c0f647e2d 764 0
82efd10d9c59db39179eb995b56f7314 762 0
5c1f65802e94e29393b82fa31cadd09e 771 0
9ca2ab38fb877212252ba8da9a1beef6 763 0
3a547668e859fb7b112a1e2dd7efcb73 748 0
9176ab8cfd1d9f224847fce362ebd99c 761 0
3f500427a9ffa2ba29c1e700b0b27341 754 0
281ecd263c6c4884b34567153041b16f 746 0
91b5963ab438f4ddf9dbdda98d50eab5 757 0
6fb8dbab24242fd86997ed99d89f0869 744 0
549ea309d697e6d072c479ff1464b483 766 0
1c902e40b45e181df506b6cda5be36f9 752 0
5cd9023270e902e2ad7ce1c1e09545fc 753 0
25733cd9d155f6c65bac93006ac9f9c6 752 0
a2fcf912e5fbf49277d553576b985390 766 0
0c906adde560a4400d37407701393ea3 762 0
3537b61a32aaacaa800001eb98557ba4 772 0
e5e582ca46260a535d4aca5e830802b9 760 0
3fb8d37262801ce2801dcd187249bd57 769 0
2e3f2174652bc7c2759221f99a23b2da 761 0
db854c3d0568208585ed9ef8365b4f65 760 0
9a71d9ff9ca1c11233e20bcd05bda7e0 767 0
42f31e485b3ecde12b6bd962c628c760 771 0
99a05f36412148740353420910e9e952 757 0
dd079a3845681971d3f2d39a1b9afab4 752 0
3a5aea7c7b32f07e853287951c71e8f9 758 0
788231beea4b2fbe3d0258589c520dd6 768 0
acf752272a43a6af752d45919e2d8a17 761 0
afbcd59a0704584406b09da202aa78af 773 0
a1cbd6cb0e7c7b83aac01548ed9f5f9c 749 0
5b343662388ea73e3e44e041ee59f08f 769 0
24c65b3243d6b5ed96ca35836a951fc5 762 0
c9562802e4cf4023132164017a54909e 757 0
1aebd05dc1854a575080daba15fa7fde 759 0
50a7e0347621578942bb8abc0f1b5a2a 761 0
062a87c8afd21fff52fab967f4394544 760 0
e026785747d0e0898b6b459b869fc58c 760 0
c94c54781e7478706e31d7626a1da64b 748 0
431ea28aee82137aed581573f7da00c0 754 0
26543845c8b0b536e28d984caa3e97ed 763 0
5d39774bbc8ac5a9e2da1dd9b41d99db 764 0
71d1203a82d570646209b00c4748f9a4 768 0
8170f03dfab5e7dc9004b544214e1f92 762 0
203fcca2153d067746b6848dfe7d3280 769 0
ee22bde8d7a4c567a87aacc9c9cb5ce9 768 0
0b288b20659197ab471b3946996bc687 753 0
8d836f642834ccd0af789a7843f6614e 760 0
1eec6e847d062fc421680abad3d04160 760 0
54b1c57ce5914c9409e60c4cdc6d9bfb 753 0
59097fd60fae9b3117a5ebea762d4bca 761 0
de1046c3a19258aa7964f655d291502b 760 0
9bcf02aa7e9ddb9542c77fb8f4ca82d2 754 0
dac8957b5bed25d4521c2924ad7a4f48 764 0
4951f3c7eece5c3195dce989a66c5b81 762 0
34f1fc8fde2263303e8d54eb07a43450 789 0
f52718e4f574158b50fe14f76a70789f 759 0
61742e3f969270d41fc4c02668f4765e 771 0
1b8e421003579b5355b04ac020c25f81 763 0
378dc0cd1f30a23ef562645d56dbbb71 795 0
69fd816c541dc0aacd0a6aedcdc96e04 755 0
562ed1765f73b454d519b12bf46d9c5d 760 0
6a1ecabf3b8a690894d3f5619c6365f2 765 0
913768f0aa1d448036f6ab2a634887cd 777 0
66518ca1dbf5a970c89ed16401375792 754 0
6ebf8318dcc79812bd443c208cc4eef2 753 0
157a93f1703c6138da329ddb69f46dd7 850 0
b3f0f090b888a275ccdf9658a3844ab8 773 0
fedda96e190aa7f33d44cea6383c7eeb 767 0
2c6e7be4f61e5ac3fdf01ba074665872 762 0
4302e15d0c885049cc1ff0045b6eef87 752 0
dc6b6cd289c69586b6b1262a177e9c5a 762 0
807db78d0508d6d127c6d58234c50910 758 0
3075e3b93b783ff129651b40e3b89b64 748 0
3552f13b5ac70c818ee203c2a70dd3d7 755 0
82b690be2ecfaf5834cb981783337bb8 764 0
866cf3e0340062c2e2658489725760f5 764 0
0df0b33cbf6294f32d2c0ab0608669e6 760 0
f25cc6265c28e83e8e6dc700c427f5d2 935 1
17a80ed60ba2c938ced4e92e5a52144c 770 0
aedb730b035b4991c811928d38875f50 755 0
306d263b0ff073ddc45c0c1eae206a5d 749 0
fbdd68ff39b19001c2228efbaaed4bda 755 0
5a71156961884725e553439373aef06f 771 0
8b586ec40afec6cc2154c7cb4212a59c 752 0
84ba06e5424d0b27a04ebb13fcab8288 753 0
04f04c0eef12da1067a2dba9b4804538 767 0
3a4b1e7c9829a438775f4c740acefc0e 781 0
bf481cae5bf7bec299996b4d19b08653 762 0
fca4cf94cd73cd44d219b8dde7b4eba6 759 0
fd085458ff121a98ab85e5c4356b1731 760 0
0fe7c6dc5a93212dacd90a938ef53a8b 775 0
fd8ee3fca1fd944c827a11b7e528e9f5 761 0
0fafd16a42f297eecca1815a96bbe594 749 0
4ac890ebc52537479f48fe8471e77980 767 0
964bead83d81c609224863b903484d4d 754 0
10dd38d502701ca1b81b2629029faa99 754 0
ea947128163831388095f183dd3ed1ee 763 0
1c09c31e79e0c032fbe65bfd85059670 752 0
9a0898b040c9e8c05eda433c18142a34 776 0
1eed5397cd13c9c8f925c67e2a5ceec4 750 0
648674a4505d64ae37a8ea4fbc1484da 758 0
02d772cfea3b98e3605e618bba504f1f 762 0
d6c4c3262128d558d0bfa78cd42b67d6 781 0
02d9a5ec143dcf759b310056814f7557 766 0
13387e3460538c301234bde65f24bc62 753 0
fd624e119f1e863b4f8691d0d60627e9 762 0
3ea51e9ff8aacf0bde8cf13eb0aea0ad 761 0
10eebfaf0c45ea5bcc7b2ba281538bc0 766 0
f8a95ff1542efc32bbed706b9b1019ab 761 0
ffd85b0b1d4567e9c1928b42e51702de 856 0
c061cf1490cb474bb8b7b654c8cfffc7 929 1
a75ad2c5a039ae61cc3aa3b151a68f11 756 0
075e2697296de2e2249936ec6835b310 759 0
9086d530bf83918bbd343d0edacc20e2 750 0
2b467954b35c36d7f56cc45da2776d32 773 0
fd4262bdc6f348832785920252b2e47d 745 0
f85dd1abb90882ae74460c16be7948bb 754 0
bcaa78829dc105c54697c79849ab1541 756 0
08e7ecc2ef6f7063b57c7a73f6c22fb2 757 0
6da7340a6839cfafd196471a415d5c4a 754 0
44480c33b77c966df910e0efd30fa140 760 0
b7d54a1f0e1acedfb016faf273563cb7 768 0
9e48ea56c480c3bd91a3ac64b34da46a 762 0
22ee8931085810b96e0aabe160e798ff 760 0
2f8255f30218b193bb5df76eab9bd8cd 770 0
8a62fe92ba0f4b2819f6097adda1790c 775 0
23ce0025e6b1b9a10eb010b94ce887d6 1503 0
4a85680494b42caeaa352888d6a194f9 762 0
6f941f5545d8f65488060dd4ef94aa39 767 0
1a133eaec76a5c71a084f976258e7094 769 0
228fe96867e0bcefe6c9c4d55e6e0f78 760 0
814d2648b783ba5707b3ce2d413ec164 769 0
cdabcc348b88237151e747af565627d7 758 0
a34e205ad1dab2d88d8005cfbec7338b 760 0
72ffbffd87e26ed8cab588200baff7ae 765 0
fd1709cef1bba77f3bac4ef9738184e5 818 0
8043e2072551dfef06670f121707c014 753 0
1ec9e310848a8fbf36ddb8aa5e3c8fde 753 0
7f72e5a5c3c494c92ca4db43ab9c57c9 764 0
653ad9eac468a9fb4562a5a39e34811e 759 0
a666c3692b573357fb0e9aa6aaf17010 766 0
2c49faf0b2a3ebf705909ba4c51cc26b 765 0
8385d5aedc0805d8169f7ec190eed1bc 761 0
38cbadea6e98e174297c18ee99da591c 754 0
5f2eca3b36cf134d6e920efe80dfbbb8 892 0
aa68a21800848c2900a417997e71b5dd 758 0
9f7f19d64e2c23bcbe31bb3f1076f7ba 758 0
de9ad2de1e5f081e031fb882906d5f30 763 0
ed78063ba529f8635ab3a26a299a2407 785 0
34f6e55255ed70590d28db9d963acd83 957 1
b3d3be58fcb6bb56695ec092f8e4992c 760 0
db7f7e306cee8979176417ad9fe43052 758 0
b8eeaab4a5650b0ec3cba1bbb03ae78b 754 0
b965bb2654459f6ba9b618489b489a53 754 0
364407dbaa12ea6dde8b298ec510197f 763 0
76d4a5ca194435c3fb4d0b9695a6e9cb 749 0
eaf0a794039102e11c2b6fe13b8860b1 763 0
5c057b764ab03945fd44db92eac45ed5 756 0
b40569b7966b98b2960793d28ff483ec 790 0
f9ff6243af9b88addf633fca279d9fdc 760 0
a2089338742cea0a337edcc37260af6b 756 0
5f11af0eac37bb8b9bfb55c298f49e3b 764 0
fd3273715e5e7b91dc58544eb803b917 789 0
146825c0a0e14c3bdca1fd74969caf93 762 0
ce23042c817fbd5dd712ab8f1564a62a 766 0
cdccea6dad36a889d8a5fd6e41ad010f 754 0
d0053b5184f9ae5c0b59eb20bd924a8a 793 0
5e35f70b6b9f94434591b1863eb2960e 762 0
b7d15f3cca0d98d56683f6241540ae73 764 0
75a67ee14512248aa4d611e288a7f140 764 0
78507c435e1418c4970ee8ad4f9720c4 776 0
3d9fa582b1ca0d55a01e3828c529683d 753 0
79e480d7f8999c90a7843df61b5dbb58 858 0
fc60dbae2ae803ca063bf3cb645b08de 757 0
4089b5382251c8c9d605c0f1637b4a5f 758 0
db250d060d11d0134cc3deb11fe68f5f 756 0
6f44979196605b6c651b5dc896a72871 762 0
